Vehicle_ID,Visit_Number,Purchase_Date,Service_Date,Vehicle_Model,Manufacturing_Date,Vehicle_Age_at_Service,Battery_Age_at_Service,Battery_Health_at_Service,Battery_Replaced,Issue_Family,Exact_Issue,Parts_Required,Parts_Available,Part_Ordered,Expected_Part_ETA_Days,Active_Jobs_On_Arrival,Workshop_Capacity,Workshop_Utilization,Day_Type,Technician_ID,Technician_Experience_Years,Repair_Complexity,Base_Labor_Hours,Technician_Efficiency,Effective_Labor_Hours,Workshop_Wait_Hours,Operational_Time_Hours,Operational_Time_Days,Extra_Operational_Delay_Days,Turnaround_Time_Days,Parts_Cost,Labor_Cost,Warranty_Status,Warranty_Covered,Misc_Cost,Repair_Cost,Expected_TAT_Days,Is_Delayed,Actual_Part_Wait_Days,Supplier_Delay_Days
EV00026,1,2025-07-30,2026-01-17,TVS iQube,2025-05-28,0.64,0.47,98.38,False,Electrical,Wiring Issue,False,False,False,0,23,20,1.15,Weekend,TECH_06,4,2,1.93,0.91,1.76,4.41,6.17,0.77,1.0,1.77,0,965,True,True,0,965,1.5,True,0,0
EV00026,2,2025-07-30,2026-12-14,TVS iQube,2025-05-28,1.55,1.37,95.26,False,Motor,Motor Performance Issue,False,False,False,0,20,20,1.0,Weekday,TECH_06,4,3,6.9,0.91,6.28,2.84,9.12,1.14,0.5,1.64,0,3450,True,True,200,3650,2.5,False,0,0
EV00027,1,2025-08-22,2026-01-02,Ola S1 Pro,2025-07-25,0.44,0.36,97.63,False,Suspension,Suspension Bush Wear,False,False,False,0,20,20,1.0,Weekday,TECH_04,3,2,1.84,0.94,1.73,1.6,3.33,0.42,0.0,0.42,0,920,True,True,100,1020,1.5,False,0,0
EV00027,2,2025-08-22,2026-10-16,Ola S1 Pro,2025-07-25,1.23,1.15,92.51,False,Electrical,Wiring Issue,True,True,False,0,16,20,0.8,Weekday,TECH_06,4,2,2.7,0.91,2.46,1.45,3.91,0.49,0.0,0.49,984,1350,True,True,300,2634,1.5,False,0,0
EV00028,1,2022-07-09,2022-11-06,TVS iQube,2022-04-24,0.54,0.33,98.42,False,Electrical,Lighting Issue,True,True,False,0,13,20,0.65,Weekend,TECH_05,3,1,1.13,0.94,1.06,0.96,2.02,0.25,0.5,0.75,1119,565,True,True,100,1784,1.0,False,0,0
EV00028,2,2022-07-09,2023-09-18,TVS iQube,2022-04-24,1.4,1.19,94.26,False,Suspension,Front Fork Issue,False,False,False,0,14,20,0.7,Weekday,TECH_03,2,3,5.67,0.97,5.5,0.98,6.48,0.81,0.0,0.81,0,2835,True,True,500,3335,2.5,False,0,0
EV00028,3,2022-07-09,2024-03-29,TVS iQube,2022-04-24,1.93,1.72,91.72,False,Motor,Motor Noise,False,False,False,0,14,20,0.7,Weekday,TECH_02,2,2,2.88,0.97,2.79,1.33,4.12,0.52,0.0,0.52,0,1440,True,True,200,1640,1.5,False,0,0
EV00028,4,2022-07-09,2025-01-13,TVS iQube,2022-04-24,2.72,2.52,87.9,False,Battery,Battery Degradation,True,True,False,0,16,20,0.8,Weekday,TECH_06,4,3,5.19,0.91,4.72,1.17,5.89,0.74,0.0,0.74,16866,2595,True,True,200,19661,2.5,False,0,0
EV00029,1,2025-03-04,2025-10-03,Ather Rizta,2025-01-06,0.74,0.58,95.89,False,Electrical,Wiring Issue,False,False,False,0,7,20,0.35,Weekday,TECH_08,6,2,1.67,0.88,1.47,0.48,1.95,0.24,0.0,0.24,0,835,True,True,300,1135,1.5,False,0,0
EV00029,2,2025-03-04,2026-08-01,Ather Rizta,2025-01-06,1.57,1.41,90.06,True,General Service,Routine Maintenance,True,True,False,0,23,20,1.15,Weekend,TECH_01,1,1,1.2,1.0,1.2,4.64,5.84,0.73,1.0,1.73,124,600,True,False,0,724,1.0,True,0,0
EV00030,1,2025-11-15,2026-02-28,Ather 450X,2025-10-05,0.4,0.29,98.09,False,Battery,Charging Failure,True,True,False,0,16,20,0.8,Weekend,TECH_07,5,3,4.48,0.88,3.94,1.06,5.0,0.62,0.0,0.62,2141,2240,True,True,100,4481,2.5,False,0,0
EV00033,1,2023-09-06,2024-02-11,TVS iQube,2023-06-09,0.68,0.43,97.08,False,General Service,Routine Maintenance,True,True,False,0,20,20,1.0,Weekend,TECH_03,2,1,0.58,0.97,0.56,2.96,3.52,0.44,1.0,1.44,126,290,True,False,200,616,1.0,True,0,0
EV00033,2,2023-09-06,2024-07-21,TVS iQube,2023-06-09,1.12,0.87,94.11,False,Tyre,Low Tyre Pressure,False,False,False,0,17,20,0.85,Weekend,TECH_04,3,1,0.67,0.94,0.63,2.89,3.52,0.44,0.0,0.44,0,335,True,False,0,335,1.0,False,0,0
EV00033,3,2023-09-06,2025-03-07,TVS iQube,2023-06-09,1.74,1.5,89.88,False,Brake,Brake Pad Wear,True,True,False,0,9,20,0.45,Weekday,TECH_08,6,2,2.07,0.88,1.82,0.1,1.92,0.24,0.0,0.24,947,1035,True,False,300,2282,1.5,False,0,0
EV00034,1,2025-02-09,2025-06-19,TVS iQube,2024-12-09,0.53,0.36,97.67,False,Brake,Brake Adjustment,False,False,False,0,12,20,0.6,Weekday,TECH_06,4,1,0.93,0.91,0.85,0.15,1.0,0.12,0.0,0.12,0,465,True,False,100,565,1.0,False,0,0
EV00034,2,2025-02-09,2025-10-22,TVS iQube,2024-12-09,0.87,0.7,95.43,False,Brake,Brake Fluid Issue,False,False,False,0,19,20,0.95,Weekday,TECH_06,4,1,1.36,0.91,1.24,2.44,3.68,0.46,0.0,0.46,0,680,True,False,200,880,1.0,False,0,0
EV00034,3,2025-02-09,2026-08-18,TVS iQube,2024-12-09,1.69,1.52,90.04,False,Battery,Charging Failure,True,False,True,3,5,20,0.25,Weekday,TECH_07,5,3,5.38,0.88,4.73,0.47,5.2,0.65,0.25,5.9,3182,2690,True,True,500,6372,5.5,True,5,2
EV00035,1,2024-01-05,2024-04-20,Hero Vida V1,2023-10-16,0.51,0.29,98.62,False,Electrical,Wiring Issue,False,False,False,0,18,20,0.9,Weekend,TECH_05,3,2,2.44,0.94,2.29,2.35,4.64,0.58,1.5,2.08,0,1220,True,True,500,1720,1.5,True,0,0
EV00035,2,2024-01-05,2025-02-18,Hero Vida V1,2023-10-16,1.34,1.12,94.68,False,Tyre,Low Tyre Pressure,False,False,False,0,20,20,1.0,Weekday,TECH_06,4,1,0.69,0.91,0.63,2.6,3.23,0.4,0.0,0.4,0,345,True,False,100,445,1.0,False,0,0
EV00035,3,2024-01-05,2025-11-08,Hero Vida V1,2023-10-16,2.06,1.84,91.26,False,Tyre,Tyre Wear,True,True,False,0,19,20,0.95,Weekend,TECH_04,3,2,3.42,0.94,3.21,1.64,4.85,0.61,0.0,0.61,1993,1710,True,False,0,3703,1.5,False,0,0
EV00035,4,2024-01-05,2026-06-15,Hero Vida V1,2023-10-16,2.66,2.44,88.42,False,Motor,Motor Bearing Issue,True,True,False,0,17,20,0.85,Weekday,TECH_08,6,3,6.68,0.88,5.88,2.28,8.16,1.02,1.0,2.02,2940,3340,True,True,200,6480,2.5,False,0,0
EV00036,1,2021-09-01,2022-02-27,TVS iQube,2021-07-24,0.6,0.49,96.57,False,Brake,Brake Pad Wear,True,True,False,0,20,20,1.0,Weekend,TECH_05,3,2,3.13,0.94,2.94,1.72,4.66,0.58,1.0,1.58,1105,1565,True,False,200,2870,1.5,True,0,0
EV00036,2,2021-09-01,2023-02-27,TVS iQube,2021-07-24,1.6,1.49,89.57,False,Tyre,Tyre Wear,True,True,False,0,18,20,0.9,Weekday,TECH_07,5,2,2.15,0.88,1.89,1.89,3.78,0.47,0.0,0.47,2381,1075,True,False,0,3456,1.5,False,0,0
EV00036,3,2021-09-01,2024-02-20,TVS iQube,2021-07-24,2.58,2.47,82.71,False,Tyre,Puncture,False,False,False,0,15,20,0.75,Weekday,TECH_07,5,1,1.06,0.88,0.93,0.67,1.6,0.2,0.5,0.7,0,530,True,False,0,530,1.0,False,0,0
EV00036,4,2021-09-01,2025-01-16,TVS iQube,2021-07-24,3.48,3.38,76.37,False,Suspension,Front Fork Issue,True,False,True,3,13,20,0.65,Weekday,TECH_07,5,3,4.86,0.88,4.28,0.67,4.95,0.62,0.0,3.62,1912,2430,False,False,0,4342,5.5,False,3,0
EV00036,5,2021-09-01,2025-08-04,TVS iQube,2021-07-24,4.03,3.92,72.54,False,Brake,Brake Pad Wear,True,True,False,0,16,20,0.8,Weekday,TECH_04,3,2,2.31,0.94,2.17,1.49,3.66,0.46,1.0,1.46,888,1155,False,False,300,2343,1.5,False,0,0
EV00037,1,2025-02-07,2025-08-30,Ather 450X,2024-11-21,0.77,0.56,95.63,False,Motor,Motor Bearing Issue,True,True,False,0,24,20,1.2,Weekend,TECH_05,3,3,3.75,0.94,3.52,3.89,7.41,0.93,0.0,0.93,2589,1875,True,True,0,4464,2.5,False,0,0
EV00037,2,2025-02-07,2026-09-29,Ather 450X,2024-11-21,1.85,1.64,87.18,False,Brake,Brake Pad Wear,True,True,False,0,12,20,0.6,Weekday,TECH_07,5,2,1.78,0.88,1.57,0.28,1.85,0.23,0.25,0.48,583,890,True,False,0,1473,1.5,False,0,0
EV00038,1,2024-12-08,2025-05-02,Bajaj Chetak,2024-10-31,0.5,0.4,98.16,False,General Service,Routine Maintenance,True,True,False,0,14,20,0.7,Weekday,TECH_02,2,1,1.46,0.97,1.42,0.52,1.94,0.24,0.0,0.24,320,730,True,False,200,1250,1.0,False,0,0
EV00038,2,2024-12-08,2026-02-24,Bajaj Chetak,2024-10-31,1.32,1.21,94.39,False,General Service,Routine Maintenance,False,False,False,0,19,20,0.95,Weekday,TECH_03,2,1,1.11,0.97,1.08,2.71,3.79,0.47,0.5,0.97,0,555,True,False,100,655,1.0,False,0,0
EV00038,3,2024-12-08,2026-08-11,Bajaj Chetak,2024-10-31,1.78,1.67,92.26,False,Brake,Brake Pad Wear,False,False,False,0,7,20,0.35,Weekday,TECH_01,1,2,1.51,1.0,1.51,0.34,1.85,0.23,0.5,0.73,0,755,True,False,0,755,1.5,False,0,0
EV00039,1,2024-01-18,2024-04-20,Bajaj Chetak,2023-12-26,0.32,0.25,98.49,False,Tyre,Puncture,True,True,False,0,17,20,0.85,Weekend,TECH_01,1,1,1.31,1.0,1.31,1.84,3.15,0.39,0.0,0.39,109,655,True,False,0,764,1.0,False,0,0
EV00039,2,2024-01-18,2025-05-18,Bajaj Chetak,2023-12-26,1.39,1.33,92.13,False,Tyre,Puncture,True,True,False,0,16,20,0.8,Weekend,TECH_05,3,1,0.59,0.94,0.55,0.54,1.09,0.14,0.0,0.14,267,295,True,False,100,662,1.0,False,0,0
EV00039,3,2024-01-18,2026-07-03,Bajaj Chetak,2023-12-26,2.52,2.46,85.47,False,Brake,Brake Pad Wear,False,False,False,0,7,20,0.35,Weekday,TECH_08,6,2,2.92,0.88,2.57,0.14,2.71,0.34,0.0,0.34,0,1460,True,False,500,1960,1.5,False,0,0
EV00040,1,2025-06-29,2026-01-21,Ola S1 Pro,2025-06-07,0.62,0.56,97.34,False,Tyre,Wheel Alignment,False,False,False,0,6,20,0.3,Weekday,TECH_02,2,1,1.12,0.97,1.09,0.31,1.4,0.18,0.0,0.18,0,560,True,False,100,660,1.0,False,0,0
EV00041,1,2026-03-07,2026-07-04,TVS iQube,2025-12-24,0.53,0.33,97.95,False,Battery,Battery Degradation,True,True,False,0,13,20,0.65,Weekend,TECH_08,6,3,3.72,0.88,3.27,0.52,3.79,0.47,0.0,0.47,11655,1860,True,True,0,13515,2.5,False,0,0
EV00042,1,2024-05-16,2024-12-09,Hero Vida V1,2024-04-15,0.65,0.57,95.7,False,Battery,Battery Connection Issue,False,False,False,0,14,20,0.7,Weekday,TECH_05,3,2,2.56,0.94,2.41,0.58,2.99,0.37,0.0,0.37,0,1280,True,True,500,1780,1.5,False,0,0
EV00042,2,2024-05-16,2025-12-15,Hero Vida V1,2024-04-15,1.67,1.58,87.99,False,Electrical,Wiring Issue,False,False,False,0,14,20,0.7,Weekday,TECH_07,5,2,1.59,0.88,1.4,0.91,2.31,0.29,0.25,0.54,0,795,True,True,100,895,1.5,False,0,0
